id,id2,label,name,utterances,列3
q1nc6,78,acknowledge,f,mmhmm ,
q1nc6,79,instruct,g,to where crane bay starts to curve above abo-- above the gap but it's between crane and the word bay ,
q1nc6,80,acknowledge,f,right ,
q1nc6,81,align,g,okay ,
q1nc6,82,reply_y,f,mmhmm ,
q1nc6,83,instruct,g,so draw a line straight down to there follow that curve to the left ,
q1nc6,84,acknowledge,f,mmhmm ,
q1nc6,85,instruct,g,until crane bay curves quite steeply away ,
q1nc6,86,uncodable,f,down ,
q1nc6,87,acknowledge,f,mmhmm ,
q1nc6,88,instruct,g,but don't go don't go round there ,
q1nc6,89,align,g,okay ,
q1nc6,90,acknowledge,f,right mmhmm ,
q1nc6,91,query_yn,g,so then do you have wheatfields down there next to the bay ,
q1nc6,92,reply_n,f,no ,
q1nc6,93,clarify,f,i've got them up beside the old pine ,
q1nc6,94,acknowledge,g,yeah ,
q1nc6,95,clarify,g,but you don't have to worry about those right now ,
q1nc6,96,acknowledge,f,no don't have them ,
q1nc6,97,acknowledge,g,okay then ,
q1nc6,98,explain,g,i've got wheatfields in line ,
q1nc6,99,query_yn,f,have you got a rocket warehouse ,
q1nc6,100,reply_y,g,yeah ,
q1nc6,101,explain,g,i've got wheatfields in line with the word bay about say an inch to the left-hand side of the bay ,
q1nc6,102,acknowledge,f,mmhmm ,
q1nc6,104,acknowledge,f,mmhmm ,
q1nc6,105,query_yn,g,so if if where are you now top left-hand side of crane bay ,
q1nc6,106,reply_y,f,uh-huh ,
q1nc6,107,instruct,g,just draw a line two inches down or in fact just draw a line down until an inch or so above the rocket warehouse ,
q1nc6,108,acknowledge,f,right ,
q1nc6,110,align,g,okay ,
q1nc6,111,instruct,g,go round the rocket warehouse in the same way as you went round the bakery but o-- o-- to the left-hand side obviously ,
q1nc6,112,check,g,you're towards the outside of the page ,
q1nc6,113,acknowledge,f,to the left-hand side ,
q1nc6,114,query_yn,f,right uh-huh ,
q1nc6,115,reply_y,g,yeah ,
q1nc6,116,instruct,g,and so if you've gone round it don-- don't go beneath it though ,
q1nc6,117,acknowledge,f,right ,
q1nc6,118,align,g,okay ,
q1nc6,119,reply_y,f,uh-huh ,
q1nc6,120,instruct,g,once you get to the bottom of it on the left-hand side of the rocket warehouse ,
q1nc6,121,align,f,uh-huh uh-huh ,
q1nc6,122,acknowledge,g,okay ,
q1nc6,123,instruct,g,eh if you just draw a line more or less straight down to the left-hand side of the lighthouse because that's where the cross is for the finish ,
q1nc6,125,query_yn,g,you've got a lighthouse haven't you ,
q1nc6,126,query_w,f,but what what about the ca-- there's a cave ,
q1nc6,127,query_w,g,where's the cave ,
q1nc6,128,ready,f,right ,
q1nc6,129,align,f,see the rocket warehouse and the old lighthouse ,
q1nc6,130,reply_y,g,yeah ,
q1nc6,131,reply_w,f,right between that to the left it's sort of like in a triangle ,
q1nc6,132,acknowledge,g,okay right okay ,
q1nc6,135,query_w,f,do you have to go round the cave or ,
q1nc6,136,explain,g,i i don't have a cave ,
q1nc6,137,instruct,g,t-- take the line from the rocket warehouse ,
q1nc6,138,align,g,right ,
q1nc6,139,acknowledge,f,uh-huh ,
q1nc6,140,instruct,g,don't go straight down take it right to the left-hand side of the page ,
q1nc6,141,acknowledge,f,to the left-hand side right ,
q1nc6,142,query_yn,f,so it will be round the cave ,
q1nc6,143,reply_w,g,almost right next to it ,
q1nc6,144,acknowledge,f,right ,
q1nc6,145,instruct,g,and only curve in where the bay starts starts again then trying you know ,
q1nc6,146,align,g,right ,
q1nc6,147,acknowledge,f,the word bay starts again ,
q1nc6,148,query_yn,f,do you not right sort ,
q1nc6,149,align,g,see the see the see the old lighthouse is ,
q1nc6,150,reply_y,f,mmhmm ,
q1nc6,151,acknowledge,g,okay ,
q1nc6,152,query_yn,f,just just draw a line straight through there ,
q1nc6,153,reply_y,g,yeah ,
q1nc6,154,clarify,f,in a sort of curve ,
q1nc6,155,query_yn,g,draw draw ,
q1nc6,156,reply_y,g,the line yeah ,
q1nc6,157,clarify,g,draw the line down to where where the land ends kind of thing ,
q1nc6,158,acknowledge,f,right uh-huh ,
q1nc6,159,ready,g,and then ,
q1nc6,160,acknowledge,f,oh right ,
q1nc6,161,instruct,g,so then then cu-- you know draw a line to the right-hand side sorry to the right ,
q1nc6,162,acknowledge,f,right ,
q1nc6,163,instruct,g,to where the the the cross is ,
q1nc6,164,uncodable,f,'til ,
q1nc6,165,query_yn,g,you have a lighthouse don't you ,
q1nc6,166,reply_y,f,uh-huh ,
q1nc6,167,explain,g,the cross is just next to the lighthouse ,
q1nc6,168,acknowledge,f,right ,
q1nc6,169,query_w,f,which side ,
q1nc6,170,reply_w,g,the left-hand side sorry ,
q1nc6,171,acknowledge,f,right ,
q1nc6,172,align,g,okay ,
q1nc6,173,reply_y,f,mmhmm ,
q1nc6,174,explain,g,that's it ,
q1nc7,2,query_yn,g,have we just started ,
q1nc7,3,reply_y,f,yeah ,
q1nc7,4,acknowledge,g,right ,
q1nc7,5,ready,g,ehm right ,
q1nc7,6,query_yn,g,you've got the start haven't you ,
q1nc7,7,reply_y,f,mmhmm ,
q1nc7,8,query_yn,g,above the caravan park ,
q1nc7,9,reply_y,f,above the caravan park yeah ,
q1nc7,10,acknowledge,g,right ,
q1nc7,11,query_yn,g,eh have you got something between the caravan park and the old mill have you got something in the bottom left-hand corner ,
q1nc7,12,reply_w,f,the bottom left-hand corner i've got i've got a picket fence ,
q1nc7,13,acknowledge,g,right ,
q1nc7,14,instruct,g,see when you get start can you go round the picket fence ,
q1nc7,15,align,g,right ,
q1nc7,16,instruct,g,right round it and up over the old mill ,
q1nc7,17,check,f,wait minute the car-- the picket fence is at the bottom left-hand corner ,
q1nc7,18,reply_y,g,mmhmm ,
q1nc7,19,instruct,g,but can you go ,
q1nc7,20,check,f,and the start is above the caravan park right ,
q1nc7,21,reply_y,g,uh-huh ,
q1nc7,24,instruct,g,i just can you go down from the caravan park go down draw a line underneath the picket fence ,
q1nc7,25,check,f,so i'm going round the left of the caravan park ,
q1nc7,28,reply_y,g,uh-huh sorry uh-huh ,
q1nc7,29,check,f,an-- to the very bottom of the page and round the p-- ,
q1nc7,30,reply_y,g,to the botto-- un-- uh-huh ,
q1nc7,32,reply_y,f,and round the picket fence ,
q1nc7,33,check,g,to the very bottom ,
q1nc7,34,reply_y,g,round ,
q1nc7,35,instruct,g,then when you get get to the end of the picket fence go up straight up round pa-- ,
q1nc7,36,acknowledge,f,right ,
q1nc7,38,align,g,see the old mill ,
q1nc7,39,reply_y,f,mmhmm ,
q1nc7,40,instruct,g,go right up there ,
q1nc7,41,align,g,see the top par-- er left-hand corner the old mill ,
q1nc7,42,instruct,g,go ri-- you go you're going round the old mill on the left-hand side ,
q1nc7,43,check,f,li-- going round the left-hand side of the old mill ,
q1nc7,44,reply_y,g,uh-huh of the mill ,
q1nc7,45,align,g,right ,
q1nc7,46,ready,f,so ,
q1nc7,47,check,f,i'm going between the picket fence and the mill ,
q1nc7,48,ready,g,right ,
q1nc7,49,clarify,g,if the you start right you go down straight down under the picket fence ,
q1nc7,50,acknowledge,f,under the picket fence right ,
q1nc7,51,clarify,g,go right round the picket fence ,
q1nc7,52,align,g,right ,
q1nc7,53,reply_y,f,right ,
q1nc7,54,clarify,g,got to do a curve come straight up ,
q1nc7,55,ready,f,right ,
q1nc7,56,check,f,i'll have you know like i'll have to so i'm going between the picket fence and the mill right ,
q1nc7,57,reply_n,g,no ,
q1nc7,58,align,g,are you not going right under the picket fence ,
q1nc7,59,reply_y,f,yes ,
q1nc7,60,explain,f,but you see the mill kind of overlaps my picket fence ,
q1nc7,61,ready,g,well ,
q1nc7,62,instruct,g,you'll have to go right round it on the left-hand side ,
q1nc7,63,acknowledge,f,uh-huh ,
q1nc7,65,align,g,right ,
q1nc7,66,check,f,so i'm going rou-- round the left-hand side of the mill ,
q1nc7,67,reply_y,g,of the old mill uh-huh ,
q1nc7,68,instruct,g,and get to the top of the roof ,
q1nc7,69,align,g,right ,
q1nc7,70,reply_y,g,you're you're at the roof right so go up and there's about mm ,
q1nc7,71,instruct,f,right ,
q1nc7,72,align,g,see the fenced meadow ,
q1nc7,73,reply_y,g,on the on the right-hand side at the bottom ,
q1nc7,74,align,f,uh-huh ,
q1nc7,75,reply_y,f,mmhmm ,
q1nc7,76,ready,g,right ,
q1nc7,77,align,g,see above that bi-- an inch and a half right about two inches right ,
q1nc7,78,instruct,g,mark that mark a spot right above th-- about two inches above the fenced meadow on the very left of that picture go up about two inches right and mark a spot ,
q1nc7,79,check,f,on the left of the fenced meadow ,
q1nc7,80,reply_y,g,uh-huh on left of that picture right of the fenced meadow ,
q1nc7,81,clarify,g,come about two inches ,
q1nc7,82,align,g,right ,
q1nc7,83,check,f,oh the from the bottom of the picture ,
q1nc7,84,reply_y,g,uh-huh uh-huh ,
q1nc7,85,acknowledge,f,come up about two inches ,
q1nc7,86,clarify,g,where the fence is right on the left-hand s-- ,
q1nc7,87,ready,f,right i'm ,
q1nc7,88,check,f,so i'm below a forest ,
q1nc7,89,ready,g,so ,
q1nc7,90,reply_y,g,uh-huh ,
q1nc7,91,align,g,and see where the o-- bi-- that but see where the old mill is ,
q1nc7,92,reply_y,f,mmhmm ,
q1nc7,93,instruct,g,see you come up draw a line between that and that where that fenced meadow where you've just made a mark right draw a straight line ,
q1nc7,94,acknowledge,f,right ,
q1nc7,96,check,f,so i should be just a ve-- just below the forest as well ,
q1nc7,97,reply_y,g,yeah ,
q1nc7,98,ready,g,well ,
q1nc7,99,explain,g,i don't have a forest so ehm ,
q1nc7,100,acknowledge,f,oh right i see ,
q1nc7,101,reply_w,g,i presume it must be ,
q1nc7,102,instruct,g,so you must go round that ,
q1nc7,103,ready,g,right ,
q1nc7,104,align,g,see where you are then ,
q1nc7,105,reply_y,f,uh-huh ,
q1nc7,106,instruct,g,draw a straight line going up ,
q1nc7,107,align,g,right ,
q1nc7,108,instruct,g,and curve round the abandoned cottage right above it ,
q1nc7,109,uncodable,f,i ha-- ,
q1nc7,111,explain,f,i have to curve round the forest ,
q1nc7,112,acknowledge,g,right so ,
q1nc7,113,instruct,g,and curve right up round above the ,
q1nc7,113.9,instruct,f,so i'm going round the right-hand side of the forest which you haven't got ,
q1nc7,114,check,g,to to your ,
q1nc7,115,reply_y,g,mmhmm you will be yeah ,
q1nc7,116,acknowledge,f,right ,
q1nc7,117,reply_y,g,go round the right side ,
q1nc7,118,clarify,g,and then right round t-- to to your left curve round to your left and you're going up above the abandoned cottage ,
q1nc7,119,ready,f,right ,
q1nc7,120,check,f,so i'm going to the left-hand side of the abandoned cottage ,
q1nc7,121,reply_n,g,no ,
q1nc7,122,instruct,g,go right ,
q1nc7,123,ready,g,right ,
q1nc7,124,align,g,see where the forest is right ,
q1nc7,125,reply_y,f,uh-huh ,
q1nc7,126,instruct,g,you're go-- you're curving right up and keep curving right round the side of the right-hand side sorry of the abandoned cottage so you're going round in a circle ,
q1nc7,127,ready,f,right ,
q1nc7,128,check,f,i'm curving round it ,
q1nc7,128.9,acknowledge,g,uh-huh ,
q1nc7,129,reply_y,f,right ,
q1nc7,130,clarify,g,th-- the right-hand side go down right ,
q1nc7,131,align,g,see where they've they've got the chimney right ,
q1nc7,132,reply_n,f,chimney no ,
q1nc7,133,explain,g,right see where that's s-- no ,
q1nc7,134,reply_n,f,i don't have a chimney ,
q1nc7,135,align,g,see where the chimney is on the abandoned cottage ,
q1nc7,136,reply_y,f,oh yes ,
q1nc7,137,acknowledge,g,right ,
q1nc7,138,acknowledge,f,right ,
q1nc7,139,query_yn,g,right have you sto-- okay ,
q1nc7,140,instruct,g,stop about there ,
q1nc7,141,align,g,okay ,
q1nc7,142,reply_y,f,mmhmm ,
q1nc7,143,query_yn,g,have you got a fenced meadow on your le-- and about halfway up as well ,
q1nc7,144,reply_n,f,no ,
q1nc7,145,check,g,you don't have a fenced meadow er ,
q1nc7,146,query_w,f,where's that ,
q1nc7,147,reply_w,g,it's int-- half it's about halfway up the page and it's on the right the left-hand side of the page ,
q1nc7,148,acknowledge,f,right ,
q1nc7,149,reply_w,g,halfway up ,
q1nc7,150,query_yn,f,i'm kind of in line with the a-- abandoned cottage ,
q1nc7,151,ready,g,well ,
q1nc7,152,reply_w,g,about a wee bit eh an angle down towards your left a wee bit i-- it's eh ,
q1nc7,153,acknowledge,f,right ,
q1nc7,154,ready,g,right ,
q1nc7,155,instruct,g,go up ,
q1nc7,156,align,g,see where the chimney is right ,
q1nc7,157,instruct,g,sort of make about a forty-five degree angle towards for about about an inch ,
q1nc7,158,align,g,okay ,
q1nc7,159,instruct,g,an inch ,
q1nc7,160,query_yn,g,did it go down d-- ,
q1nc7,161,instruct,g,make an ang-- an angle to the bottom of that picture right going to your left ,
q1nc7,162,align,g,right ,
q1nc7,163,instruct,g,so you're about an inch away from the abandoned cottage if you what i mean you're curving right round ,
q1nc7,164,explain,f,i've curved round the abandoned cottage ,
q1nc7,165,ready,g,right so ,
q1nc7,166,align,g,sort of right right where you've stopped right ,
q1nc7,167,reply_y,f,uh-huh ,
q1nc7,168,align,g,at that curve it should be about an inch away from the abandoned cottage right ,
q1nc7,169,reply_n,f,i'm not that far away ,
q1nc7,170,explain,f,i never knew ,
q1nc7,171,ready,g,right ,
q1nc7,172,instruct,g,well can you make it make that curve ,
q1nc7,173,explain,f,but e-- i oh sorry i've still avoi-- i've still avoided the abandoned cott-- ,
q1nc7,176,instruct,g,and then where you've stopped the curve sort of make a wide circle ,
q1nc7,177,query_yn,g,eh have you got something between the a-- beside the abandoned cottage ,
q1nc7,178,reply_n,f,no ,
q1nc7,179,ready,f,well ,
q1nc7,180,reply_w,f,i've got i've just got a monument to the right ,
q1nc7,181,check,g,to the right ,
q1nc7,182,acknowledge,g,mm ah so have i ,
q1nc7,183,explain,g,i know where you are ,
q1nc7,184,ready,g,so ,
q1nc7,185,query_yn,g,do you know west lake is at the top ,
q1nc7,186,reply_y,f,uh-huh ,
q1nc7,187,query_yn,g,have you got a trig point ,
q1nc7,188,check,g,no you don't do you ,
q1nc7,189,reply_n,f,no ,
q1nc7,190,query_yn,g,have you got anything between west lake and abandoned cottage ,
q1nc7,191,reply_n,f,no ,
q1nc7,192,check,g,nothing at all ,
q1nc7,193,reply_n,f,no ,
q1nc7,194,query_yn,f,have you ,
q1nc7,195,reply_y,g,uh-huh ,
q1nc7,196,query_w,f,what ,
q1nc7,197,reply_w,g,i've got a me-- a fenced meadow but in the dire-- ,
q1nc7,198,ready,f,right ,
q1nc7,199,query_yn,f,so i have to avoid that ,
q1nc7,200,reply_y,g,mmhmm ,
q1nc7,201,ready,f,so ,
q1nc7,202,query_yn,f,am i going round the west lake ,
q1nc7,203,ready,g,so ,
q1nc7,204,explain,g,say the fenc-- say the fenced meadow's about halfway up ,
q1nc7,207,align,g,right ,
q1nc7,208,align,g,see where the abandoned cottage is ,
q1nc7,209,reply_y,f,uh-huh ,
q1nc7,210,explain,g,just down a wee bit right from that on the left ,
q1nc7,211,instruct,g,so you make sure you avoid that right round the very left-hand side the page sort of mark a bit so you avoid that ,
q1nc7,212,check,f,it's it's down a bit from the abandoned cottage ,
q1nc7,215,reply_y,g,abandoned cottage about a ,
q1nc7,216,check,f,on the left ,
q1nc7,217,reply_y,g,a centimetre uh-huh ,
q1nc7,218,acknowledge,f,right ,
q1nc7,219,check,f,i-- it's f-- the very left of the page ,
q1nc7,220,reply_y,g,uh-huh the very left uh-huh ,
q1nc7,221,acknowledge,f,right ,
q1nc7,222,ready,g,right ,
q1nc7,223,align,g,see right where are you now at the bottom of the abandoned cottage ,
q1nc7,224,reply_y,f,mmhmm ,
q1nc7,225,align,g,about an inch away ,
q1nc7,226,reply_n,f,no ,
q1nc7,227,explain,f,the top of the abandoned cottage ,
q1nc7,228,align,g,did you make a curve ,
q1nc7,229,reply_n,f,no ,
q1nc7,230,explain,f,i've just come i've curved round the top of the abandoned cottage ,
q1nc7,231,acknowledge,g,right ,
q1nc7,232,explain,f,that's all i've done ,
q1nc7,233,instruct,g,i-- mark about an inch away from the abandoned cottage right and to your left mark about an inch away from that ,
q1nc7,234,align,g,right ,
q1nc7,235,instruct,g,a wee dot there ,
q1nc7,236,reply_n,f,eh no ,
q1nc7,237,instruct,g,no can you mark a dot there ,
q1nc7,238,query_w,f,where ,
q1nc7,239,clarify,g,about an inch away from the abandoned cottage on the left-hand side make it make it about an inch right ,
q1nc7,240,acknowledge,f,i'm not right ,
q1nc7,241,align,g,and see where the roo-- you've the top of the roof is ,
q1nc7,242,reply_y,g,your your curve make a make a cu-- a line from there to there ,
q1nc7,243,instruct,f,uh-huh ,
q1nc7,244,acknowledge,f,right ,
q1nc7,245,align,g,okay ,
q1nc7,246,reply_y,f,right i've done that ,
q1nc7,247,ready,g,right ,
q1nc7,248,align,g,see where the west lake is ,
q1nc7,249,reply_y,f,uh-huh ,
q1nc7,250,align,g,brrrr see where ehm the very bottom curve of it is ,
q1nc7,251,reply_y,f,uh-huh ,
q1nc7,252,instruct,g,can you make it like ,
q1nc7,253,align,g,see where you are now you're about an inch away from the abandoned cottage right ,
q1nc7,254,instruct,g,can you make a sort of a wide circle sort of a half circle towards the ehm bottom of that point that curve of west lake ,
q1nc7,255,reply_y,f,mmhmm ,
q1nc7,257,align,g,"right see where the ""e"" is in west lake ",
q1nc7,258,reply_y,f,mmhmm ,
q1nc7,259,align,g,in lake ,
q1nc7,260,instruct,g,eh go r-- it's right underneath there ,
q1nc7,261,align,g,you know i'm talking about that point ,
q1nc7,262,instruct,g,where it starts to curve like it's to there eh you need a kind of wide ci-- a h-- half circle ,
q1nc7,263,reply_y,f,yes ,
q1nc7,265,query_w,f,a w-- ,
q1nc7,266,instruct,g,eh but you're about an inch and a half away from the edge of the page ,
q1nc7,267,query_w,f,what am i avoiding ,
q1nc7,269,query_w,f,see this eh what is it the thing you told me to mark ,
q1nc7,270,reply_w,g,it's a fenced meadow ,
q1nc7,271,instruct,g,you're going above that ,
q1nc7,272,acknowledge,f,i'm going above that right ,
q1nc7,273,acknowledge,g,you're going above that ,
q1nc7,274,check,g,and you're about two inches away from the page ,
q1nc7,275,instruct,f,so i'm doing a cir-- ,
q1nc7,277,instruct,g,about a minute ,
q1nc7,278,ready,f,so see on-- see ,
q1nc7,279,query_w,f,once i've done a circle up to where the ,
q1nc7,280,explain,g,the west lake is ,
q1nc7,281,reply_y,f,uh-huh ,
q1nc7,282,query_w,g,mmhmm follow the curve of the west lake ,
q1nc7,283,explain,f,where do i go after that ,
q1nc7,284,instruct,f,because i just i don't understand ,
q1nc7,284.4,reply_w,f,what way ,
q1nc7,285,align,g,right to oh aye to the ehm right ,
q1nc7,286,query_w,g,okay ,
q1nc7,288,align,f,so i'm what am i avoi-- you know how i'm curving round what am i avoiding ,
q1nc7,289,query_w,g,nothing ,
q1nc7,290,reply_w,g,there's nothing there either ,
q1nc7,291,query_w,f,so why am i curving ,
q1nc7,292,ready,g,well ,
q1nc7,293,reply_w,g,that's what it is that's where the route is ,
q1nc7,294,acknowledge,f,right ,
q1nc7,295,align,g,okay ,
q1nc7,296,reply_y,f,right i've done that ,
q1nc7,297,uncodable,g,ehm ,
q1nc7,299,align,g,so you've curv-- and like you follow the curve of west lake ,
q1nc7,300,ready,g,right ,
q1nc7,301,align,g,see where that see where i told you to go to stop at ,
q1nc7,302,ready,f,you know ,
q1nc7,303,check,f,so i'm like i'm really kind of doubling back on myself a bit ,
q1nc7,304,reply_y,g,uh-huh ,
q1nc7,305,instruct,g,"you've got you're following to the to the right-hand side you're going right round the right-hand side see right see when you come to the right see right imagine you're at th-- the that point okay underneath the ""e"" ",
q1nc7,306,ready,f,right ,
q1nc7,307,explain,f,i've done ,
q1nc7,309,align,g,right ,
q1nc7,310,reply_y,f,yes ,
q1nc7,311,instruct,g,at west lake right we're at that corner go round right round the circle ,
q1nc7,312,check,f,to the right ,
q1nc7,313,ready,g,then ,
q1nc7,314,reply_y,g,uh-huh to the right ,
q1nc7,315,instruct,g,then up keep going up ,
q1nc7,316,query_w,f,how far ,
q1nc7,317,query_yn,f,am i just sort of circling round the west lake ,
q1nc7,318,reply_w,g,'til you stop ,
q1nc7,320,reply_y,g,uh-huh ,
q1nc7,321,clarify,g,'til you stop ,
q1nc7,322,align,g,where it starts you know where it starts eh sort of going sharply to the left in a straight line ,
q1nc7,323,reply_y,f,uh-huh ,
q1nc7,325,instruct,g,stop there ,
q1nc7,326,query_yn,f,have you got farm land above there as well ,
q1nc7,327,instruct,g,at that point ,
q1nc7,329,reply_y,g,uh-huh mmhmm so y-- ,
q1nc7,330,check,f,about an inch below the farm land right ,
q1nc7,331,reply_y,g,uh-huh ,
q1nc7,332,acknowledge,f,right i've done that ,
q1nc7,333,ready,g,right ,
q1nc7,334,align,g,see beside ehm see where you've stopped then right do you know where that sharp bit is i'm talking about ,
q1nc7,335,explain,f,just it curves round and then it goes up vertically and then you've i-- ,
q1nc7,336,instruct,g,follow that bit up vertically right 'til it stops going vertically that's what i mean right ,
q1nc7,339,acknowledge,f,uh-huh i've done that right ,
q1nc7,340,ready,g,right ,
q1nc7,341,align,g,see where you've stopped ,
q1nc7,342,reply_y,g,and how you can see a kind of a straight line it's almost a straight line ,
q1nc7,343,align,f,mmhmm ,
q1nc7,344,uncodable,f,ehm ,
q1nc7,345,align,g,to your left in the west lake you know it goes folli-- it's sort of goes up vertically and it goes straight to your left well it goes up a bit ,
q1nc7,346,check,f,it goes up vertically then it goes to the left ,
q1nc7,347,reply_y,g,uh-huh ,
q1nc7,348,reply_y,f,mmhmm ,
q1nc7,349,ready,g,well ,
q1nc7,350,align,g,just where it stops going vertically right ,
q1nc7,351,reply_y,f,right ,
q1nc7,352,query_yn,g,can you see the monument ,
q1nc7,353,explain,f,i don't have a monument ,
q1nc7,354,reply_w,f,oh no i have a mo-- ,
q1nc7,355,explain,g,you do have a monument it's on the it's on the right-hand side it's to the right-hand side of the page about halfway up ,
q1nc7,356,reply_y,f,uh-huh ,
q1nc7,357,explain,f,away down ,
q1nc7,359,acknowledge,f,uh-huh ,
q1nc7,360,ready,g,right ,
q1nc7,361,align,g,see where you've stopped ,
q1nc7,362,instruct,g,draw a straight line in that in that in that angle ,
q1nc7,363,align,g,see where that that vertical see that ehm ,
q1nc7,364,reply_y,f,uh-huh ,
q1nc7,365,align,g,that line on the west lake goes sh-- sharply up ,
q1nc7,366,reply_y,f,mmhmm ,
q1nc7,367,instruct,g,dra-- draw eh that's it's that angle i'm talking about draw a straight line to the monument from there ,
q1nc7,368,check,f,right down to the monument eh ,
q1nc7,369,reply_y,g,mmhmm ,
q1nc7,370,clarify,g,on that angle ,
q1nc7,371,ready,f,and eh ,
q1nc7,372,query_yn,f,have you got a golf course ,
q1nc7,373,reply_n,g,no ,
q1nc7,374,check,g,i take it you're going round the golf course ,
q1nc7,375,instruct,g,just draw a straight line ,
q1nc7,376,reply_n,f,no ,
q1nc7,377,explain,f,the golf course is like nearer the east lake below the east lake so ,
q1nc7,378,acknowledge,g,ah so it is ,
q1nc7,379,explain,f,so i would be going to the left-hand side of the golf course ,
q1nc7,380,ready,g,right ,
q1nc7,381,align,g,so where see the monument is ,
q1nc7,383,instruct,g,you're going underneath the monument and up ,
q1nc7,384,align,g,okay ,
q1nc7,385,instruct,g,you're curving round the monument ,
q1nc7,386,check,f,i'm com-- i'm doing like a i'm drawing a straight line down to the monument and curving r-- ,
q1nc7,389,clarify,g,and go round underneath it ,
q1nc7,390,check,f,round the bottom of it ,
q1nc7,391,reply_y,g,and curve round the bottom of it uh-huh ,
q1nc7,392,check,f,i mean and like you've not got any obstacles here have you below ,
q1nc7,393,reply_n,g,no ,
q1nc7,394,check,f,between the west lake and the monument ,
q1nc7,395,check,g,the west lake and the monument ,
q1nc7,396,reply_w,g,i've got a p-- trig point ,
q1nc7,397,query_w,f,where's that so i have i have to avoid it ,
q1nc7,398,reply_w,g,that's that's it's abou-- it's okay if you've gone right up towards that if you've gone right up ,
q1nc7,399,query_w,f,but where is it anyway ,
q1nc7,400,reply_w,g,where the vertical bit is ,
q1nc7,401,query_w,f,where is it ,
q1nc7,402,align,g,see where the west lake is with the writing west lake ,
q1nc7,403,reply_y,f,uh-huh ,
q1nc7,404,reply_w,g,it's just about two inches away from that beside beside west lake ,
q1nc7,405,acknowledge,f,okay ,
q1nc7,406,ready,f,right ,
q1nc7,407,check,f,so if i draw down ,
q1nc7,408,clarify,g,you should have curved over it if you had followed that curve west lake ,
q1nc7,409,acknowledge,f,i will have right uh-huh ,
q1nc7,412,acknowledge,g,you will right ,
q1nc7,413,clarify,g,and then you go straight it's a total straight line ,
q1nc7,414,acknowledge,f,a straight line ,
q1nc7,415,clarify,g,going sloping downwards towards the monument ,
q1nc7,416,acknowledge,f,right ,
q1nc7,417,check,f,i've and then curve round the monument ,
q1nc7,418,reply_y,g,round the monument ,
q1nc7,419,acknowledge,f,right ,
q1nc7,420,clarify,g,just right round that ,
q1nc7,421,acknowledge,f,i've done that ,
q1nc7,422,ready,g,eh sort of right ,
q1nc7,423,align,g,are you at the of top the monument see the guy's head ,
q1nc7,424,reply_y,f,yes that's where i am ,
q1nc7,425,ready,g,right ,
q1nc7,426,instruct,g,stop about there okay curved above it ,
q1nc7,427,align,g,ehm you know the east lake is ,
q1nc7,428,reply_y,f,uh-huh ,
q1nc7,429,instruct,g,just go vertically up there ,
q1nc7,430,acknowledge,f,right ,
q1nc7,431,query_w,f,how far ,
q1nc7,432,ready,g,fact ,
q1nc7,433,explain,g,i'll tell you what would be even better ,
q1nc7,434,align,g,see the the guy's head on the monument the guy's hand sorry ,
q1nc7,435,reply_y,f,uh-huh ,
q1nc7,436,align,g,where it's pointing right ,
q1nc7,437,reply_y,f,mmhmm ,
q1nc7,438,ready,g,so ,
q1nc7,439,instruct,g,go straight draw the line to you know where your fa-- ,
q1nc7,440,align,g,see that curve that you're drawing round the monument ,
q1nc7,441,reply_y,g,stop above his hand ,
q1nc7,442,instruct,f,mmhmm ,
q1nc7,443,align,g,right ,
q1nc7,444,explain,f,ah i went a bit further 'cause i thought you said ,
q1nc7,445,acknowledge,g,uh-huh ,
q1nc7,446,ready,g,right ,
q1nc7,447,instruct,g,"and just c-- and go from there go straight up towards the east lake so you should be directly under the the ""e"" in lake ",
q1nc7,448,reply_n,f,no ,
q1nc7,449,explain,f,my monument's more to the right of the page than that the east lake's fa-- ,
q1nc7,450,acknowledge,g,uh-huh ,
q1nc7,452,align,g,"see the ""e"" in the word lake ",
q1nc7,453,acknowledge,f,"oh the word the ""e"" in the word la-- ",
q1nc7,454,align,g,"the word ""e"" ",
q1nc7,455,reply_y,f,right ,
q1nc7,456,align,g,in the lake right ,
q1nc7,457,align,g,see directly u-- underneath that on the on the coast line of that if you know what i mean the edge of it ,
q1nc7,458,reply_y,f,mmhmm ,
q1nc7,460,check,g,make a dot there right ,
q1nc7,461,instruct,f,direc-- ,
q1nc7,462,check,f,directly ,
q1nc7,463,clarify,f,"underneath the ""e"" ",
q1nc7,464,check,g,"underneath the ""e"" ",
q1nc7,465,reply_y,g,"underneath the ""e"" ",
q1nc7,466,clarify,g,make a dot right beside the lake ,
q1nc7,467,instruct,g,and from the monument the guy's hand on the monument draw a line from that ,
q1nc7,468,align,g,okay ,
q1nc7,469,instruct,g,to the east lake and then just follow the curve of the east lake ,
q1nc7,470,acknowledge,f,right ,
q1nc7,471,instruct,g,so you follow the curve of the east lake to the left ,
q1nc7,472,explain,g,sorry i've thought it was to the left ,
q1nc7,473,acknowledge,f,right ,
q1nc7,475,acknowledge,f,right ,
q1nc7,476,align,g,right ,
q1nc7,477,ready,g,so eh ,
q1nc7,478,align,g,you know the bottom left of the east lake ,
q1nc7,479,reply_y,f,uh-huh ,
